,GameId,index,Unnamed: 0,Joueurs,Résultat,Précision,Coups,Date,Unnamed: 6,Link,Countries_w,Countries_b
409,bd6d08a58d130394a98db7a3a294044f14a33a85,9,1 min,ioasnm666  (616)  sorodax  (580),1  0,46.8  62,24,11 mars 2022,,https://www.chess.com/game/live/40732715447,'United Kingdom','Comoros'
410,347524361ae4edad6c031732d9d230180158fa59,10,10 min,popcorns91  (980)  sorodax  (958),1  0,63.9  59.3,46,11 mars 2022,,https://www.chess.com/game/live/40720200337,'Indonesia','Comoros'
411,9afc2f85bb8148254d19a0cc1db21ff27ccca270,11,10 min,dawgfan77  (975)  sorodax  (966),1  0,85.7  76.8,61,10 mars 2022,,https://www.chess.com/game/live/40683048657,'United States','Comoros'
412,553161793fc1eeb4caf5b5bb50dfd82ee791429d,12,1 min,sorodax  (588)  bryanadiel25  (591),1  0,70.8  69.4,26,10 mars 2022,,https://www.chess.com/game/live/40666854967,'Comoros','Spain'
413,5355854d4b43d9ee823bd62c498e9efd986470e3,13,1 min,Boring-attack  (561)  sorodax  (580),0  1,72.4  68.5,27,10 mars 2022,,https://www.chess.com/game/live/40661442667,'France','Comoros'
414,a0c3f8bb81a75075af61d518a03c8b08f5c439c5,14,1 min,sorodax  (572)  Lobster99  (543),1  0,89.4  75.4,17,10 mars 2022,,https://www.chess.com/game/live/40661373411,'Comoros','United States'
415,66ee4a0119095918df442092f0a566ce4a5127a1,15,10 min,sorodax  (974)  Artrix002  (1031),0  1,45.8  58.8,44,10 mars 2022,,https://www.chess.com/game/live/40633781061,'Comoros','India'
416,bd222dcc94f72b6b72d594d06ee4426cd3949b32,16,1 min,Smurff1436  (575)  sorodax  (564),1  0,54.1  65.7,32,9 mars 2022,,https://www.chess.com/game/live/40598385007,'Guatemala','Comoros'
417,54d51f34dd48f865fc2a2ff92469313e6aece444,17,1 min,sorodax  (572)  JeysonVasquez  (572),0  1,67.1  82.2,29,9 mars 2022,,https://www.chess.com/game/live/40593629907,'Comoros','Colombia'
418,6f4a49e3b886f708742de878ca9569218d1bb486,18,1 min,sorodax  (580)  AnvarAhmedov  (613),0  1,69.7  60.5,32,9 mars 2022,,https://www.chess.com/game/live/40580354403,'Unknown','Unknown'
419,4e2d1ed505186b761dfa47f7278c7ab586e9bacc,19,1 min,sorodax  (588)  super-akshay  (635),1  0,70.7  82.5,16,9 mars 2022,,https://www.chess.com/game/live/40579879205,'Comoros','India'
420,7e734e70d53f76fc2e73642125eea6a16d600d4b,20,1 min,ansin158  (619)  sorodax  (579),1  0,55.8  51,37,9 mars 2022,,https://www.chess.com/game/live/40574379295,'India','Comoros'
421,b327f755c4b03c1ba12786076c6f98086619ded3,21,1 min,FrancoMayo  (632)  sorodax  (586),1  0,Analyser,29,9 mars 2022,,https://www.chess.com/game/live/40569563687,'Argentina','Comoros'
422,056173eb8ed859a7d5548c167941fd596e396c7e,22,10 min,gorb6424  (976)  sorodax  (981),0  1,68.9  79,18,9 mars 2022,,https://www.chess.com/game/live/40568465481,'Belarus','Comoros'
423,06c0d8efb2331bda73a3f63819760367e10f535c,23,10 min,sorodax  (973)  A1225xxx  (924),1  0,68.9  38.2,15,8 mars 2022,,https://www.chess.com/game/live/40507885819,'Comoros','Ukraine'
424,8a50f4bf5a7752d67d3ee503fe1bdaa149812146,24,10 min,A1225xxx  (931)  sorodax  (966),0  1,61  63.1,12,8 mars 2022,,https://www.chess.com/game/live/40507768845,'Ukraine','Comoros'
